track_id,eff_0,eff_1,eff_2,eff_3,eff_4,eff_5,eff_6,eff_7,eff_8,eff_9,eff_10,eff_11,eff_12,eff_13,eff_14,eff_15,eff_16,eff_17,eff_18,eff_19,eff_20,eff_21,eff_22,eff_23,eff_24,eff_25,eff_26,eff_27,eff_28,eff_29,eff_30,eff_31,eff_32,eff_33,eff_34
03 Anotherchicagohooker,-922.3234,217.28564,-5.50015,20.436071,19.18677,0.8260037,0.80487686,7.011089,-3.0359,-9.473445,-3.0283153,-1.076919,-6.7850337,110.570816,34.251656,33.428646,21.011972,16.273424,13.616846,11.536583,14.972536,9.325894,11.453,9.204518,11.604311,9.957502,534.8057,467.08997,532.1742,0.028689642,0.019387882,122.9581,2.967073,0.88331306,0.0
03 Focus On Positivity,-664.2023,135.02243,40.46441,28.955406,24.02902,33.287674,22.994965,20.172598,10.9502535,9.487933,7.346595,6.5214677,4.5634336,115.652336,60.97246,37.721302,20.683447,14.384741,13.405763,13.588443,9.999213,8.234286,8.170065,8.251382,7.6140904,7.8885584,796.9844,1258.9706,632.8929,0.18451639,0.024035526,70.512726,3.4326859,0.3174438,1.0
03 Get Your Sweat On,-717.1915,161.70045,-2.4970987,-11.888208,-9.776481,-14.595893,-17.935978,-4.6680408,-3.627971,-1.5728223,-5.176111,-0.99053425,-2.883531,150.23523,95.84043,49.162056,37.81235,30.526297,23.86689,21.2988,19.262436,15.45029,13.56018,13.8056555,11.405797,15.13093,1484.9181,1574.8965,1651.4675,0.10533485,0.055785332,129.09537,2.3703876,0.6995362,1.0
03 I Smell Trouble,-596.0374,108.77195,45.56546,48.190838,16.611553,23.651348,11.834143,16.15881,9.0341015,11.449189,8.9979925,7.566005,5.7662344,94.31486,57.005054,28.048077,25.56025,14.760649,13.168259,12.2754,11.693722,9.276388,8.616273,7.9853606,6.711215,7.3886538,862.84753,649.2588,357.2096,0.24876682,0.030028636,139.96912,2.952923,0.56266236,0.0
03 In A Shade,-753.6993,170.75584,53.590378,60.44715,24.784203,32.20526,27.199646,10.155907,12.72109,13.124493,4.1163754,8.039101,3.2457674,97.17167,64.901886,40.60169,25.399166,14.084856,14.651624,11.793793,10.069393,8.111914,7.0769978,6.5124207,6.9043636,8.161958,282.63303,370.88388,120.19443,0.15187708,0.008588461,129.95956,3.3973064,0.57868767,0.0
03 Jack Nolan - Followed,-646.8733,115.15768,58.258717,70.476494,40.35745,15.421639,18.230778,20.536106,14.780197,-1.7785805,7.667935,6.7312007,1.0247489,114.31213,57.369762,33.55255,27.191444,17.62168,13.806524,10.150085,13.739937,7.3811164,6.989322,6.6124544,8.289408,8.591907,993.4151,1529.8883,1085.7399,0.25054178,0.031620603,141.98026,3.61196,0.50614077,0.0
03 New Place,-648.3791,129.69402,38.970184,46.75513,18.980762,24.187813,11.595714,12.932846,7.095773,7.2691603,3.7195435,7.6318207,6.7516494,124.91256,53.564644,17.662022,24.019684,10.110748,8.56208,7.5153847,8.123178,7.724228,7.571316,6.2001076,7.760136,6.583885,818.4255,855.6683,492.25653,0.14445843,0.022076923,135.94627,3.9635155,0.8057375,0.0
03 Plasma,-779.5711,182.75276,64.084694,61.53098,30.527021,29.755108,20.11542,16.170286,9.874762,8.843957,5.527534,1.3485749,0.9623015,123.174355,79.183846,26.781559,16.543587,16.847843,13.38143,11.589732,8.849452,8.309121,7.0309224,6.9030743,6.5079765,6.3092294,644.3892,1353.2374,758.44354,0.19644646,0.022758061,139.9733,2.6025338,0.66213435,0.0
03 Profondo,-859.7369,184.3905,59.78651,101.03441,56.256874,17.54572,16.641932,13.201505,10.73413,6.6163898,8.123892,4.4548917,6.3286858,92.3822,54.20258,27.07726,27.25984,22.268383,15.711835,16.587202,10.936455,10.576762,8.038209,7.573603,7.340377,7.7063036,324.8377,863.46234,319.3495,0.12610479,0.009160987,73.26448,3.8828158,0.79275286,0.0
03 Sit Fence,-703.0444,163.5541,63.573483,36.26446,15.675106,20.9323,10.561539,11.480262,6.0425024,9.694884,4.051324,2.3599253,3.8286266,119.45658,93.80515,17.100054,12.592636,13.655567,9.249902,6.8168926,7.612737,6.9571376,7.895622,6.511325,5.760354,6.784755,1250.8412,1921.2947,1317.9987,0.18134972,0.042098533,128.01108,3.851862,0.7506064,1.0
03 Sourced,-796.71643,208.2653,47.60259,46.021248,14.144584,0.13654862,11.256611,3.3946068,7.9662943,5.533706,-2.0326717,0.4940457,0.2611684,126.46542,52.47387,39.897083,25.139711,15.82357,18.986063,13.044319,12.30004,9.546422,8.238853,6.4586196,6.6394615,5.524704,460.20657,611.9669,394.18674,0.12646107,0.014884361,134.01411,3.5946097,0.39527962,0.0
03 Stealth,-897.73755,164.87985,4.631929,16.026726,-0.57504207,6.8143015,-4.0256677,2.3929782,4.0522738,6.2929335,14.745811,6.4228067,3.1692026,119.0822,75.274666,60.373608,50.552715,42.888145,42.266148,34.137794,27.633684,24.527624,21.818502,19.169825,18.413254,18.638193,895.77765,1331.3508,1024.7972,0.037192103,0.031870503,136.49243,1.1353796,0.89327437,1.0
03 Strobe Fodder,-671.7187,80.0917,-2.8185773,-8.741534,-3.5512543,1.9834328,10.674787,2.3703053,-3.7883806,6.4082446,2.1518204,12.054191,7.6702156,130.91121,42.956104,27.109629,28.566822,21.139788,17.10673,18.994013,14.902722,11.087287,15.977137,10.864317,11.772568,9.697932,2844.5947,1674.2167,3614.8958,0.074504875,0.11071971,151.12102,2.9845488,0.54476494,1.0
03 The Definition of Bullshit,-556.29584,98.685074,22.126795,6.895864,9.25293,9.616016,-14.019076,3.343723,10.454655,-2.6944892,-12.321475,4.4329224,-8.396023,49.004444,28.104242,36.305313,20.322042,16.693184,15.470238,15.423262,12.38322,12.0831175,11.749387,10.622261,10.596463,11.498894,1708.7579,932.7577,1655.4493,0.18487342,0.07231303,69.307655,1.3057781,0.6734198,0.0
03 Unit 18,-584.3634,68.79759,26.654715,30.84258,27.793562,32.774723,22.590984,18.992163,12.026382,19.23236,0.0962836,9.246347,1.3453901,77.91259,38.09538,28.042019,23.165483,16.896448,14.053101,10.185411,8.823802,7.9810305,9.117231,7.083357,8.348766,6.9624968,1529.0116,963.1429,1159.386,0.15231901,0.050411027,154.50528,2.0020347,0.47486308,0.0
03 Yabak,-749.4357,61.155617,34.288067,22.432985,29.945482,43.4146,26.580616,31.853062,12.13633,23.365206,12.942978,12.657845,12.82615,136.54904,59.548676,56.511486,31.464537,23.032461,21.121984,22.380846,20.200167,19.926014,17.92644,13.989687,13.338876,11.141572,1996.3551,2072.7712,2014.6914,0.1175638,0.058493637,125.995316,3.7809117,0.8197826,0.0
03 acomplish,-825.3602,221.3346,46.492107,47.545635,46.343754,34.69733,23.917852,17.483337,11.128577,13.612231,6.127629,-0.36525556,5.1282697,137.40889,53.950497,48.947556,22.149714,23.691654,15.716783,13.614542,10.794803,9.731938,8.935914,8.835806,8.222396,7.5147843,179.38495,202.19464,122.4602,0.21275997,0.0052830707,138.0349,3.7259781,0.7484973,0.0
03-adlas-rush,-757.92377,205.13551,45.291004,18.717276,-12.670738,19.848913,15.34632,3.109015,2.1992862,-0.63646966,12.429141,7.5093675,0.11316462,113.303986,53.637493,29.067558,25.76296,17.205822,13.0402975,12.678891,10.255724,12.063767,8.939278,8.54516,7.4331727,7.4986567,392.0159,259.72083,335.6764,0.09933729,0.0150853405,137.04933,2.0612204,0.67253345,0.0
03-bidoben-lenteur,-681.55396,191.51726,39.094852,70.339035,17.663212,24.273184,10.885163,2.5208075,2.8915858,6.557111,8.850805,7.4511037,-2.8016565,104.10004,56.95908,38.364063,29.713867,17.43477,11.058667,10.470178,10.569998,7.5502467,7.321347,9.002813,8.452736,8.955152,356.0259,477.69223,297.05823,0.28125346,0.013118238,140.08324,2.9797664,0.53782684,1.0
03-bidoben-torment,-650.2271,168.96384,50.375298,46.894295,15.658541,14.748562,12.011902,10.918687,3.44414,3.7204943,4.4355216,4.5144854,-0.17191514,91.28656,54.32497,23.667767,19.551989,11.403357,8.576066,9.567412,8.650326,7.5286794,7.2871356,9.190336,7.0695024,7.7485175,539.8878,671.07166,337.1175,0.24121946,0.016471796,139.02917,3.5962377,0.7700806,0.0
03-connor_wall-sox_du_(original_mix),-759.6853,171.54523,21.948498,77.65149,39.03713,32.493343,25.198675,22.92483,15.735905,14.301229,1.2962567,5.376033,-1.9545051,78.72239,46.638554,18.0093,20.019981,18.823952,14.194948,13.499853,11.319517,10.218108,12.606004,10.271174,8.075157,7.5245247,285.12723,545.2647,227.72716,0.22813909,0.011744251,137.04147,3.5617797,0.5870767,1.0
03-fireground-memories-4857b8cf,-533.98157,80.26197,38.06062,42.749203,14.747888,28.145584,14.91182,14.489036,5.4148564,8.710861,2.1056619,5.8629417,3.320076,52.732388,32.444508,19.78681,10.867331,12.3177,11.906034,9.556405,7.6838636,8.1155615,7.787468,8.515512,6.90782,7.5274625,1331.5736,765.80225,784.2584,0.21242793,0.050051566,69.98236,3.2909303,0.81086296,1.0
03-luar-the_locked_room,-719.7193,142.58969,111.72924,48.303307,26.518726,17.48788,19.652973,13.387052,11.826481,7.2669034,3.521474,-0.17029312,-1.7747908,84.87422,36.465645,28.152315,18.386497,16.25542,11.458927,9.283976,8.898085,11.26092,10.355571,8.137657,7.2900615,7.920201,460.83505,601.628,275.625,0.24734427,0.013528507,141.88338,3.0123794,0.4619829,0.0
03-mara_menace-inat,-839.46844,170.9401,108.51352,76.087685,32.382084,34.212326,19.345863,18.90479,12.157096,9.280634,4.897199,7.300714,5.5186677,144.30725,72.182755,47.69663,22.430668,17.798813,13.409716,14.052268,10.009127,10.338656,9.020933,7.0170555,7.0347085,5.907106,267.27417,485.55905,138.8121,0.13024673,0.007674988,141.9571,3.6295536,0.39286128,1.0
03-pedro_capelossi_and_aeikus-chasing_ghosts_(original_mix),-706.22797,147.4093,41.074356,36.32381,10.374694,27.853533,9.996074,23.059155,1.592736,17.909157,0.76119643,10.114723,6.150359,110.19057,73.30752,40.70123,23.25139,23.306757,21.963995,17.227917,19.386833,15.255014,13.503052,9.903753,9.09204,8.920769,1126.8708,1892.7944,1326.5703,0.20253007,0.038458806,127.01368,3.9403443,0.78423613,0.0
03-sol_ortega-itaewon,-646.48724,184.63623,23.827435,47.540676,12.140104,21.032543,10.995896,15.664347,7.0057445,7.593803,1.8823072,1.7047502,3.6540596,105.881485,67.54426,29.496931,21.29507,16.492216,13.640857,11.310263,10.9184475,9.128481,8.031829,7.6500726,8.088676,8.252625,506.23334,553.04974,228.64346,0.28807017,0.016977075,142.03648,3.4730678,0.8889938,0.0
03-tromp-blazing_sun,-690.8821,169.70354,33.85669,66.74864,29.413113,34.931816,10.920444,15.448934,5.7207623,6.3676476,1.059946,2.1642354,-1.3290097,109.10613,57.425343,37.914654,22.54138,17.922628,13.332255,11.178636,9.850564,9.499871,9.5212,10.072377,9.002715,9.553534,320.7911,336.04196,124.817604,0.21673216,0.009714625,135.99911,4.2828164,0.4863286,0.0
03-yanamaste-8_tone,-611.8645,84.89093,57.928852,43.284355,15.660824,13.512471,21.227722,18.004856,4.8297715,4.036643,2.5303366,5.2195816,-2.3213,91.60488,40.22883,38.04353,30.209332,21.92724,25.542934,16.497438,15.176538,13.237082,11.638568,11.121636,10.5870695,9.894053,1412.513,1365.6495,1278.9557,0.19689997,0.049296197,145.04077,3.2412262,0.56576097,0.0
03. Luke Slater - O-Ton Reassembled 3,-641.571,133.84174,79.20305,22.068846,12.626588,1.2314028,1.2195686,0.34148708,9.207207,15.09739,7.1222324,10.445906,7.3446445,101.406364,38.5004,52.9148,22.157457,14.17773,17.546337,13.950668,10.210778,11.103343,11.08365,9.034573,8.093456,9.049132,1025.2267,658.75134,319.26617,0.15747458,0.024472997,132.0023,3.2459157,0.43609834,0.0
04 Dub21,-682.327,46.232506,11.331432,37.530632,12.241672,37.59774,18.661188,25.856743,10.936784,14.556409,3.9950287,6.134549,-0.7596862,138.96739,84.48145,57.423363,29.102398,23.048513,23.79589,18.67891,19.262882,12.788338,9.073447,8.653845,9.836943,9.783718,1650.7424,1825.3177,1926.5845,0.18731731,0.07183987,144.98132,3.0705512,0.37803277,1.0
04 Eraser,-694.6224,143.36409,20.679197,48.32198,25.969225,32.43425,4.12822,10.842218,15.834102,16.957851,15.539471,10.06497,11.906964,118.78579,39.990826,27.572594,27.354977,18.792639,20.856115,12.708767,13.412416,12.723403,13.087061,11.894634,10.13033,7.7494082,420.79144,355.98364,234.00803,0.20435213,0.013502062,69.02068,2.3787825,0.39712667,1.0
04 Formulate,-705.7097,114.28278,63.484436,72.93155,38.86447,37.01487,17.705107,13.646375,7.740573,8.7986145,6.915009,7.038857,2.6769435,84.493385,57.79624,27.707531,13.603963,15.920775,12.938443,12.9346075,11.020606,9.89092,9.628177,8.1979265,8.495364,9.526966,466.49594,800.48206,384.08237,0.20007934,0.01478765,140.0992,2.9016373,0.38404477,1.0
04 GAZ P,-732.4978,179.45033,67.435684,60.875652,16.664267,29.415184,11.549562,11.316256,12.207088,-1.4220101,0.94471705,1.9734325,-1.5196469,109.87407,58.40037,33.56733,18.22248,13.40658,12.411893,8.342996,9.214323,8.925207,7.03021,7.680814,7.9349203,6.990571,294.7295,377.78094,210.23404,0.1897242,0.009565968,145.9232,3.5999115,0.6742629,1.0
04 Gloom Rider,-967.1525,247.47484,78.84315,-5.6266775,16.954084,20.257519,-12.258687,-36.14712,-25.63686,-20.097824,-27.469376,-21.67003,-13.816099,64.535965,48.635384,28.586422,20.766785,10.824755,15.5973015,29.871426,16.202318,9.575139,8.793901,14.489436,11.473352,11.330121,384.29184,486.81845,358.6007,0.03985516,0.015273286,144.74782,1.3058904,0.85114276,1.0
04 Graduation,-845.4221,253.17538,36.49941,25.20223,3.2409976,12.158313,-1.5871271,4.445551,-0.9824368,-0.9282792,-4.8053875,-2.890226,-0.32588154,62.763985,45.285168,25.258839,23.929123,11.5848055,11.488245,11.47921,9.059427,8.724084,10.058067,8.548299,8.358812,7.983612,271.03244,165.51196,279.2319,0.057116363,0.010715932,122.32865,3.415278,0.871629,0.0
04 Jack Nolan - Followed (Terminus Remix),-708.30457,127.77277,28.141438,97.19068,29.684399,39.101078,15.1474495,26.816317,20.196186,3.6404035,6.4899135,5.9240527,-2.383494,74.6769,49.72453,24.592813,24.193514,24.85782,16.765537,14.204248,9.124639,8.711994,9.933154,10.686162,7.273438,7.8406944,306.70493,391.32904,185.0356,0.23585518,0.008816263,72.91041,4.0306864,0.51618326,0.0
04 Leave It All Behind,-613.7337,52.929405,25.469484,31.06344,13.384208,21.102007,4.8966594,11.589511,2.9376028,7.4052362,6.8252335,7.826084,-2.7121966,47.730846,28.36742,20.341911,12.2147045,13.331046,15.0619755,12.201147,11.463646,9.957354,9.682383,9.820887,9.7906685,7.9308033,2930.0134,1583.4429,3834.5596,0.08836751,0.12464432,139.90607,2.8075516,0.7209073,0.0
04 New Moon Rising,-856.4267,235.65953,118.36943,59.172916,29.23507,19.163862,5.9052806,8.804587,11.422217,3.6355824,-1.2655488,4.8556337,1.7577313,163.32608,107.17532,44.960247,25.27655,15.635925,14.960091,10.259084,8.1560545,7.126834,6.854788,5.750809,6.2166715,6.30186,534.9598,1067.9158,560.65466,0.1899342,0.012710801,141.02731,3.0100627,0.73255736,1.0
04 Practice Daily,-715.3209,133.78716,130.4433,23.739202,7.189707,15.290397,0.5507213,12.187517,0.30943212,10.0497675,4.0910325,8.40765,9.8211565,91.52811,60.3945,37.836178,19.689043,12.406045,9.824364,10.369881,9.731581,8.284237,6.9969573,6.734091,6.6042247,6.613764,949.2385,855.5542,409.38077,0.16384543,0.028255522,139.93909,2.1368728,0.28552532,0.0
04 Prismoide,-830.4937,210.90092,52.501614,61.649372,16.703352,3.1009338,13.299825,2.1522038,2.4703536,16.617605,7.142661,-3.3567336,7.113497,79.57441,34.799442,28.592194,22.682556,16.723555,14.316111,12.427044,9.9937315,10.436068,10.517576,8.497027,10.298796,8.338675,247.48166,196.15988,205.4026,0.097353056,0.009061631,110.14844,1.8372873,0.81872267,1.0
04 Searching,-768.24036,186.88089,85.625435,54.75752,24.583227,12.904414,8.870684,3.483819,3.3466465,7.5502877,6.8364043,11.334586,1.712701,92.107895,35.279877,24.048832,15.892747,14.528881,11.044739,11.827556,13.483201,11.272644,14.423909,11.732674,9.436415,11.133014,221.97055,189.05707,180.91223,0.20992921,0.008358771,131.99432,2.67788,0.7121502,1.0
04 Work Dat Ass,-641.68353,137.83966,62.01849,68.909706,13.550438,17.867586,0.5035362,4.5521297,-0.08213893,3.2245924,1.4247772,2.3640738,0.98791057,112.07752,78.66606,25.05571,25.71965,18.379555,11.377816,12.408044,9.569221,8.927713,5.8413296,7.889476,8.523565,7.710732,683.3751,546.83044,208.38477,0.16955929,0.024023626,135.04808,2.8501751,0.72621435,0.0
04-adlas-iii_equipped,-738.0131,183.99678,60.0518,17.01323,2.442602,26.868538,7.751768,10.702135,18.522419,15.729215,8.086794,10.946129,9.399737,98.078156,68.258865,31.141424,18.48218,15.757524,13.716423,10.958201,11.934456,11.492426,13.616153,13.233323,9.701525,7.9677076,458.2644,494.87775,211.60016,0.15481357,0.014546437,134.9798,3.3828635,0.8092835,1.0
04-apellum-midnight_ritual_(original_mix),-745.6668,151.85718,75.60317,64.26689,30.081423,42.607403,16.37555,21.7837,11.263532,9.914596,-1.5346459,5.934837,2.3882363,115.66465,68.046684,29.993334,20.806107,11.110763,14.815273,11.981727,13.9988165,8.852394,8.406703,8.021975,6.340296,7.075552,469.49512,793.55457,397.86862,0.22556822,0.014875861,135.55394,3.866668,0.35733122,0.0
04-connor_wall-bow_and_apple_(original_mix),-769.77014,189.06566,31.870062,83.57025,34.901,32.521248,35.505013,17.647335,11.972852,14.812175,-0.51450056,9.752447,5.5897136,113.25843,61.12655,33.30833,21.258566,13.473265,12.367155,12.979465,9.284778,9.787311,9.90425,9.415281,7.701058,6.98471,313.7109,645.6317,260.23105,0.27089044,0.008463415,137.04147,3.2667274,0.8643781,0.0
04-luar-tripwire,-720.79047,153.39499,88.99526,54.21184,47.987278,32.067116,10.115753,5.21881,13.189667,10.608653,-0.274767,4.4920335,0.5529935,98.7913,43.26126,20.113628,14.944053,17.167185,14.582282,10.590726,9.303563,10.264059,8.989194,7.5842133,6.9131927,7.3881807,341.89026,503.19397,134.88033,0.26104462,0.009721047,142.03911,2.920772,0.5846303,1.0
04-operator-winding_and_remote_(original_mix),-816.0205,243.53627,100.00537,48.327,24.410526,14.934036,4.9321566,8.708896,-0.011360274,3.419691,2.082048,1.1438168,-0.18251742,88.26734,57.465336,18.899448,11.00225,12.336538,12.910137,9.13619,9.965129,9.051946,9.028708,10.050062,7.8638544,7.2343616,211.63411,376.25067,199.9964,0.2575712,0.006919616,143.00044,3.140926,0.8266244,0.0
04-pedro_capelossi_and_aeikus-chasing_moments_(original_mix),-746.08185,156.36131,67.29845,65.85349,24.095692,29.60359,13.242916,19.205729,11.760479,12.904574,9.4886,6.464098,2.6338346,144.58034,70.708916,31.265818,28.617228,22.204159,16.285656,14.378776,12.28824,9.819996,8.970086,8.500174,7.2226467,7.59938,611.932,1021.6668,619.31494,0.19206843,0.017667849,128.73811,3.9011722,0.8663596,0.0
04-serge_andre-ayasacha,-615.7243,124.451164,31.032232,73.9117,33.67338,12.512772,7.5312037,7.180732,30.981562,-2.2897403,2.8255522,10.446585,15.095334,85.005745,38.755005,28.068907,26.717426,19.63331,12.94783,11.372337,11.479944,15.185618,10.442209,11.720364,10.753014,12.08048,551.01086,421.7843,232.20872,0.21829113,0.01629877,145.01955,2.3732457,0.4367818,1.0
04_Avalanche,-642.0759,60.371384,-25.445293,50.160206,37.138798,56.667637,-2.8747087,26.210592,14.288716,10.846655,-0.29572764,2.631398,-5.5331736,98.37044,46.514965,31.421423,22.40245,17.415524,18.217525,12.196573,13.803276,10.679254,9.435031,8.630495,7.4135594,6.510467,1754.6709,1252.4791,2254.9636,0.11954755,0.076398544,126.99336,3.75555,0.5458494,1.0
05 Freighttrain (Bailey Ibbs Remix),-674.56213,122.288826,54.714706,74.07095,27.63284,32.02874,19.82849,11.71183,9.787334,9.3803425,5.999614,4.4469857,3.3760107,111.798195,70.236206,27.103605,19.259333,16.377092,15.568103,11.224037,9.084282,8.341876,7.4513474,6.576867,7.3624587,6.7036486,622.741,801.99634,463.21793,0.30113724,0.023057831,142.03648,3.5719497,0.8102122,0.0
05 Identity S,-644.31805,249.90034,-58.782738,10.454129,-7.208843,10.760283,0.3055501,0.14059909,-8.086762,-2.9623904,-7.1110106,-4.439355,-7.1787853,65.24627,55.367947,26.954735,17.55458,18.71506,12.491935,11.798268,10.97812,10.794616,9.977549,10.431677,8.468885,8.03928,801.2746,298.0988,1050.2872,0.10404469,0.035066906,150.72691,0.85716903,0.77371716,0.0
05 Rather Stationary,-857.6221,282.87967,34.632504,24.31258,41.038036,25.729736,17.805187,16.209904,8.439876,7.9747176,6.184946,4.452564,5.5813847,114.59576,35.31305,45.086117,24.760626,20.006464,12.685385,11.818427,10.520857,7.7466516,6.0483575,6.3272805,6.6103196,4.689968,128.61491,111.57186,115.31301,0.22135413,0.004205263,164.90128,1.451782,0.62269276,1.0
05 Six,-546.84064,117.43673,2.8294525,3.8668506,13.445507,27.494766,14.484238,21.641548,18.96344,19.212767,9.476482,10.878917,9.017973,82.49604,77.7486,21.262245,17.692678,16.91463,11.903205,10.7839,10.713536,11.0263405,10.7986,10.657597,8.673849,8.622008,1216.7119,829.7941,882.8863,0.20584561,0.042067178,145.04398,2.586427,0.7191523,0.0
05 Tribale,-749.7892,188.41095,67.48154,32.82248,-1.3820057,5.0324636,5.670697,14.214138,6.4983416,1.9404788,4.606268,4.7924533,4.2254415,69.62582,34.52215,22.608961,20.64257,16.797623,14.847311,13.161271,10.353583,9.334816,7.624673,7.706997,8.0318165,7.757064,431.74832,302.1092,276.9495,0.103581436,0.015123119,96.06427,2.101276,0.80397564,1.0
05-danny_wabbit-b12,-746.918,145.24179,75.34547,78.002785,42.385178,22.646263,24.203827,11.8064575,11.940351,10.225359,8.100695,6.0420003,6.4540625,123.169235,87.23109,26.162445,20.257843,12.538413,10.876111,14.671643,11.630465,11.14411,9.490664,7.1365304,6.5043974,6.768798,524.99536,707.8681,166.6345,0.2290127,0.015179786,145.05667,3.708302,0.5042815,1.0
05-luar-walls_can_listen_too,-664.58014,162.38428,23.157902,63.255245,23.925808,25.590734,18.693817,22.500734,13.384883,8.7212715,2.6736047,-1.0282311,5.004052,82.95943,47.407436,23.027775,21.711716,14.022643,10.072144,10.425094,10.935081,10.196919,8.027151,9.713473,7.92837,7.6264153,386.68088,577.8629,263.49643,0.27016142,0.0099562155,138.05975,2.9827359,0.30815718,0.0
05-mara_menace-makaze,-726.86127,170.85985,43.15073,63.107803,32.97672,26.494204,17.252537,22.772291,9.522411,9.356558,2.9943802,2.6534536,6.0318584,114.82905,58.660007,28.064112,21.529633,16.827435,13.556478,9.971355,9.571548,10.193671,10.464062,8.551763,6.946577,6.58656,270.0179,263.44153,134.83867,0.25213507,0.009716703,138.02899,3.7513504,0.56191856,1.0
051 - Stardust - Music Sounds Better With You (Radio Edit),-581.6316,117.34422,24.91638,28.546017,13.892161,23.527355,18.328405,13.410508,7.333051,8.902266,0.5892352,-0.5900157,6.7912636,72.15418,40.93722,27.506716,20.021725,13.558789,17.561924,12.850895,11.929702,8.697027,9.845139,8.884626,8.743682,7.6636205,1200.8647,1034.1167,1147.3907,0.1578321,0.046066362,124.710915,3.794911,0.73759294,0.0
05_Higher Power (Original Mix),-764.0019,100.96617,-53.979782,77.55246,51.12569,50.925144,12.42811,15.960364,17.185333,10.29776,1.7639656,0.6539197,-3.735775,67.1727,60.45117,50.13003,36.082565,22.544188,19.668816,18.719854,14.001707,13.282438,10.094198,9.702228,8.133858,7.396121,1110.1445,1201.3907,1229.0336,0.1048856,0.047088258,127.045876,3.6913521,0.81780446,0.0
06 Odonata,-804.99744,153.84454,20.249104,6.364834,32.456825,6.160732,40.145535,7.8461914,25.461355,-19.172379,12.664157,15.269841,5.3237653,84.56077,54.553467,41.91465,29.625824,34.372402,26.773924,30.267569,22.299656,18.515789,19.779127,14.094196,18.746574,15.506283,2171.7542,2006.8088,3331.0657,0.084211946,0.11147641,93.151886,2.1546025,0.51987493,1.0
06 Rota,-912.4763,209.17072,71.673454,46.423237,35.053467,29.081175,11.597144,7.078071,2.6488016,1.426862,0.30161673,-0.02296998,-0.19637927,163.7824,70.2138,52.206314,32.017216,20.24998,14.775941,12.840777,14.174554,11.490773,10.557911,8.651486,8.641345,8.463709,393.6393,726.2467,358.71735,0.09172799,0.011202702,129.06844,1.6963332,0.65179217,0.0
06 Sorry About That,-860.82904,178.65244,52.32155,9.477124,9.984424,9.681194,2.1041715,7.0707045,2.9844117,4.086769,6.7839255,7.623939,7.9879584,145.47726,127.78347,55.334602,36.28229,30.380327,22.547132,19.603018,15.628753,14.580796,13.648709,12.026346,9.957704,9.603395,1522.5457,2620.9124,1890.1737,0.14146493,0.062431432,63.42911,1.7114525,0.59517086,1.0
06-efdemin-aachen,-842.076,194.06963,78.22323,88.35627,42.600986,10.929883,8.07565,3.8254704,17.969505,13.279169,8.590445,18.434448,7.8557897,92.605095,67.84927,31.96218,22.853765,10.977581,11.743726,12.661095,8.9171,8.886294,7.7415833,6.5017433,8.73973,6.4096384,287.68747,570.7334,232.82515,0.14609943,0.008468893,135.46126,2.8151793,0.54652,1.0
06-grad_u-polar_night,-863.7584,229.97488,87.18904,61.106636,1.153084,6.381091,-0.82369167,12.213333,11.420752,10.209298,1.3587976,-1.2046098,5.2454524,88.91549,62.74975,23.529526,25.07935,22.74127,15.248859,13.626772,12.0146265,10.514792,9.269408,8.675445,8.406623,8.042478,194.47757,210.37148,186.46837,0.17766874,0.007551265,123.04694,3.9843254,0.78957874,0.0
06-kuss-the_power_of_dreams,-627.61346,138.66466,57.820484,49.619675,18.758406,21.60238,6.7822337,-0.7728875,-7.2475247,-0.85367334,0.7233358,5.749301,7.174938,114.97219,65.89906,28.629967,18.802156,13.387725,14.762227,14.3830805,12.483917,9.811164,10.383833,7.9052563,7.92493,8.555942,685.7699,592.33453,262.43018,0.19578859,0.023073131,142.11029,2.9850857,0.8490417,0.0
07 - Rave (Dirt Mix),-626.6522,34.58154,46.584286,73.02005,31.304037,33.721718,25.987375,27.699062,1.3160381,15.080873,8.838477,4.5730395,6.6483874,42.075947,41.6291,25.295126,20.947742,13.89328,10.88114,11.626691,10.382985,9.889949,11.816061,11.430405,9.53815,7.414528,1360.792,1267.3871,1342.9639,0.18277693,0.06501337,127.97941,3.8399162,0.7205006,1.0
07 Altair,-929.79364,216.88655,75.87639,5.6467175,10.19095,7.882219,2.0250733,-1.6341016,5.9888415,3.3864298,3.3846486,-2.8001134,-5.855957,75.37667,30.780273,42.219143,26.279299,17.863863,14.705272,8.383631,8.69803,9.05328,9.9214525,10.500639,8.325699,7.973603,318.47736,128.83769,342.44873,0.017021019,0.013194927,92.19364,0.2739765,0.76023024,0.0
07 Does it Matter,-833.08325,247.24988,83.55102,60.57654,11.080189,1.3482375,-1.4901863,1.4464799,4.3663373,8.060045,10.053228,13.137135,7.6201787,117.58619,55.159,32.120293,23.281511,20.924753,10.282197,8.086903,7.003266,8.051013,8.155626,8.034225,8.127948,6.154845,170.17242,114.66109,180.01257,0.103752546,0.0054749832,128.03023,3.7877533,0.6382971,0.0
07 ZOL - Kapu,-752.4912,189.55473,36.28067,35.543915,29.100058,33.465546,15.159981,11.462046,5.4139833,2.643176,-1.3590931,4.8308105,6.530098,61.74788,45.268913,22.411152,20.49595,16.078516,14.741871,10.39902,10.298537,10.237659,8.542035,7.359293,7.112878,7.577991,228.11891,244.87971,162.74437,0.14846118,0.0078100446,120.05297,3.708583,0.8636971,1.0
