track_id,eff_0,eff_1,eff_2,eff_3,eff_4,eff_5,eff_6,eff_7,eff_8,eff_9,eff_10,eff_11,eff_12,eff_13,eff_14,eff_15,eff_16,eff_17,eff_18,eff_19,eff_20,eff_21,eff_22,eff_23,eff_24,eff_25,eff_26,eff_27,eff_28,eff_29,eff_30,eff_31,eff_32,eff_33,eff_34
07-gannein-mene_(mzr_remix),-722.7484,141.98825,82.28761,64.82,30.766514,34.89103,15.177315,19.799252,6.2348776,-0.5924631,0.14406388,-1.945114,3.9444828,114.07122,63.2153,34.485603,21.70701,15.920067,14.541977,11.914371,12.267535,9.28999,9.390951,9.490039,8.097653,7.044827,614.71313,954.7634,409.9972,0.19887224,0.014583082,143.05586,3.5821984,0.53516567,0.0
07-mara_menace-dzada,-761.48016,112.62126,96.30243,64.10352,14.82448,26.25348,15.975884,10.221463,7.9990396,10.732608,10.128011,8.550934,3.4592216,116.90228,63.924618,28.99234,24.371325,17.758165,15.974612,13.370001,12.50166,11.343266,11.937356,11.802412,11.23706,10.202213,878.4905,1492.6891,842.5438,0.18931371,0.029298197,138.08385,3.693596,0.6874633,1.0
08 Etseled,-777.8388,275.04224,-16.857466,40.92826,24.706017,13.087628,7.8432755,12.041246,9.265576,8.602459,-2.0164058,0.64603245,3.5372367,89.82434,43.696953,39.04412,30.150743,22.414421,17.762615,15.354621,14.680415,11.788996,10.465445,8.629691,7.8706746,6.535972,296.22653,208.73732,268.786,0.13816634,0.010063883,103.460754,3.317374,0.28543228,1.0
08 Void,-956.64935,175.11082,87.39783,46.952427,15.27395,17.681158,11.222865,5.410998,6.5632057,9.253984,6.4081926,6.7790356,4.1052794,67.286026,20.702606,26.143826,14.250528,15.331051,8.661234,9.315083,8.448363,8.4903,9.144037,6.4350514,8.180281,7.237591,225.63153,99.98448,141.21117,0.019498518,0.009313044,92.390305,0.539107,0.95364887,0.0
08 ZOL - Epitome,-757.61194,150.87195,25.180185,42.29648,25.149778,37.430176,29.167723,18.638096,14.91035,14.121692,3.5765274,4.5728903,-0.20577592,108.57347,54.660873,38.28381,20.345297,15.317072,12.856618,13.690971,12.219722,10.162559,10.018908,7.861313,7.7613587,7.730551,358.03406,424.98602,267.19498,0.14685315,0.013377395,60.510002,3.5282712,0.7945383,1.0
08-jump_source_cfcf_helena_deland-fold-564059e0,-667.8174,149.85231,61.615536,36.865402,6.247755,13.059364,13.6932955,8.5517,8.249566,2.057312,6.698182,3.9169223,-2.249265,113.79072,50.595257,33.395187,16.085108,14.535549,11.903146,15.510303,9.590624,8.245845,7.993622,8.676714,6.871617,6.746259,804.3371,947.8219,641.74774,0.14883418,0.029534498,131.89203,3.6130567,0.7611798,1.0
09 ZOL - Fin,-696.38464,174.6735,3.4026887,-6.628887,-6.0594144,14.003389,-14.503098,15.418892,-18.311167,4.8035436,-16.690847,3.5920284,-4.6119995,45.70008,46.033585,44.09122,30.647081,22.513617,22.854145,17.87285,18.437414,13.731193,14.041281,11.836339,10.92744,9.757091,1054.119,899.77826,1215.4222,0.085762314,0.040374342,120.07194,1.4458591,0.8123854,0.0
09-greyn-cosmodub,-743.7794,166.28592,76.43644,75.28819,26.007095,10.726534,7.101458,17.404322,10.0605955,10.905831,10.724365,8.221066,4.0084653,69.51933,38.02243,18.567984,16.866198,14.196753,9.325464,9.442419,9.538746,8.490468,7.6402817,7.0442944,6.3542204,6.9383492,170.24968,157.91374,106.43317,0.18191804,0.0059904647,138.05975,3.757161,0.6318669,1.0
1-02 Differ,-773.0532,99.89896,-36.978065,-13.047117,-22.865679,-16.313478,-14.232005,-1.8656983,1.8005344,0.605166,-4.2443852,-5.227457,-6.913062,154.70944,91.40068,50.93367,25.443048,19.838367,14.07226,11.877145,12.979599,13.631199,11.965068,10.044608,10.137151,9.622316,2689.9062,2560.507,3430.385,0.069607146,0.10247692,124.96138,3.8311343,0.67014635,0.0
1-05 Via Sub Mids,-769.2536,205.57321,-25.643524,60.717583,27.198364,26.111376,17.001564,13.734588,11.007637,11.052411,7.721453,5.112117,-0.6362647,97.51925,48.93778,24.805063,19.321943,18.846924,12.379723,12.234994,8.685369,9.140488,8.7345295,7.843486,6.382949,6.2500997,428.49207,463.55374,388.1141,0.12626627,0.013629941,73.46198,3.4074273,0.67832583,0.0
1-06 Soundboy Ext.,-723.5874,151.27942,-14.783031,0.26919577,-14.458091,1.433786,1.8588347,3.5229278,-2.0228558,-0.4214401,1.6940429,1.3032424,-0.5261799,49.84537,24.657948,24.346592,20.378153,16.740015,13.551711,11.324278,13.578171,10.221068,10.267838,11.604461,11.54127,8.870967,857.5927,359.8473,909.5758,0.041870218,0.03713544,166.08858,1.3604975,0.8707132,0.0
1-07 Dial 274,-712.0834,214.44585,-7.1751966,20.098824,29.624804,34.13351,22.319597,25.589106,17.890995,10.3666935,13.601928,8.440507,1.5576831,118.25593,83.04372,25.160467,21.548637,16.459772,11.632749,9.961342,8.760364,8.211531,6.7603574,8.107528,6.353751,6.6604176,355.24185,369.8728,142.8272,0.109526254,0.009166465,130.44154,1.4627478,0.51771736,1.0
1-08 Vli,-994.02795,231.72867,60.06168,51.746277,41.36389,13.579245,4.0844383,3.5074868,5.0399528,2.497518,2.6671,-1.1636939,-0.94725305,41.74962,26.347984,22.969069,17.063536,13.812077,13.674345,8.364573,7.5719514,7.901984,6.7545133,7.6035075,6.795963,6.573997,151.28647,49.78571,172.64047,0.019607127,0.0062804115,140.20335,1.9882376,0.82972986,0.0
1-09 Flyby Vfr,-780.36206,200.80243,-29.678957,44.196804,16.56874,14.837379,8.250957,11.074821,5.147108,12.232664,6.035997,4.1145782,2.9756346,77.55464,50.21549,37.337322,21.156754,19.268717,14.823674,10.335986,10.358126,10.040347,10.816061,9.141839,8.152915,8.092522,609.757,436.81485,598.7313,0.03487632,0.024270883,90.13675,0.43774408,0.9026829,0.0
1-10 Muk FM,-780.02234,170.77373,23.430792,50.963287,29.368107,29.341986,11.06725,17.602722,8.743102,12.564073,7.925581,5.802212,2.9819949,146.06299,45.536568,39.234512,30.516363,19.677828,14.8820095,12.312557,10.937113,11.197567,9.590445,8.798881,8.43062,8.421089,476.19476,658.6233,460.64395,0.14268877,0.015813513,123.93135,2.3865907,0.7543367,1.0
1.09. Island 909,-701.8894,107.847824,2.834159,45.757465,35.592953,35.967537,25.935102,25.969965,6.5450706,10.221718,17.33512,22.77883,19.653763,73.92777,46.091343,31.145407,21.986698,19.550344,18.330667,23.319048,13.979287,15.73918,11.746016,10.44707,11.8256445,11.12047,746.92316,744.7808,613.2173,0.15548532,0.03368026,127.91539,2.7494595,0.61314535,1.0
1.10. What You Want,-705.2364,34.324974,26.666859,20.719269,10.084564,17.336836,14.542183,19.472303,6.1820035,6.196733,2.8009868,7.0900197,7.9965825,115.60045,76.15433,44.908894,33.203903,28.067127,22.026512,19.972538,19.520205,15.306528,13.168294,12.10295,10.760864,11.317365,3260.022,3099.798,4666.8823,0.14228857,0.14995392,126.003685,3.7640958,0.3763783,1.0
1.13. Pile #00505,-725.21326,124.112076,74.92886,-25.72332,-2.3478258,5.616787,-5.2080884,7.0800962,-9.049278,5.2772303,-10.967978,8.464273,-11.988119,99.03522,65.34176,41.471382,24.452671,20.210878,14.824751,11.763863,13.1777,11.320829,10.170785,9.048809,8.335254,8.083962,2555.1475,2282.761,3159.375,0.084148966,0.11128997,129.94989,3.9225564,0.8579553,0.0
10-danny_wabbit-what_would_you_call_this,-698.3057,135.31583,95.44922,49.710754,20.9365,28.904478,18.264744,11.136328,6.721841,5.556419,4.5831385,2.8839145,-1.0430748,127.201195,68.38964,37.272873,20.89978,18.402277,12.900212,10.945191,8.790704,7.862205,8.494469,7.1716337,6.487197,6.4951043,813.0172,997.133,632.0932,0.2456882,0.022459049,137.01701,3.1609483,0.34480944,0.0
13 - Megatrap (Mix Mix),-698.70667,84.884125,38.800735,58.228573,42.265614,38.90188,22.257526,26.039648,8.664281,9.470596,-1.1387894,-4.970851,0.02348173,74.62649,60.218838,28.012175,28.027466,18.999847,14.529189,10.623562,10.079106,10.057123,11.298392,9.964899,7.8896246,8.145484,1252.5261,1368.4325,1396.1595,0.17263994,0.05362896,125.01482,3.589058,0.5375582,0.0
13 Bowed Philosophy,-675.96716,170.13986,56.693165,38.849804,18.430582,10.473727,2.6611738,-3.9607804,0.85377043,4.585177,2.3730187,-0.23450956,-5.030518,58.97371,34.236557,25.335358,16.327612,18.849188,15.409371,11.798467,10.147601,10.160841,10.130409,10.541257,11.135822,9.132385,323.2395,198.8646,230.24284,0.19002506,0.013112004,91.11883,2.8007216,0.8442788,0.0
14 Coiled Around You,-823.26013,212.76155,-1.236999,-61.308044,-61.091084,-35.137592,-24.217793,-16.16903,-12.110435,4.9235053,15.035495,12.004348,5.0859466,76.90042,47.84815,30.192915,29.270382,23.345762,9.212628,8.434897,7.038828,7.873628,10.685284,8.737835,8.663948,7.7128396,584.11096,127.67074,662.9061,0.06779267,0.02552077,70.01136,1.9645201,0.73672765,0.0
14 Feel Me,-729.63684,185.75363,40.536983,36.9529,16.976976,-1.0471836,9.596571,-16.732708,20.540491,-5.7466345,6.282882,5.6321836,2.2420788,100.10911,58.62378,42.344967,20.858362,24.128263,24.323702,17.726894,20.371912,16.91979,13.443966,10.388964,10.168377,10.173823,534.9544,494.04144,387.6893,0.11885496,0.019257737,123.046936,3.6429226,0.8138784,0.0
15 Love Fear,-565.16583,142.91704,64.432724,8.36877,-1.3488635,25.651497,17.457962,-7.878316,3.3864584,10.118753,3.0916038,-10.758686,-5.6789284,90.01922,49.6442,31.112482,11.92293,12.541344,17.641417,9.962324,6.8926373,8.612369,6.9901376,5.9451385,5.8881783,4.868808,1118.6863,868.91754,941.83813,0.21050693,0.041880365,142.92708,2.2821457,0.7898782,1.0
16-veit-echochord,-683.3828,119.82702,44.97987,60.02697,31.884554,28.544027,18.232384,22.210474,7.4890323,13.834702,6.5965447,5.0539393,4.2620506,135.80832,57.118366,39.797573,33.28892,21.17697,18.085308,16.447361,16.369577,15.281419,12.802898,10.910453,10.403567,11.228537,662.4645,822.5525,457.6035,0.25466844,0.019503672,144.08203,3.4684424,0.63830405,0.0
1A,-777.53973,165.39561,23.641647,36.47486,28.724752,31.04688,14.004679,15.43491,8.513204,17.001945,10.989339,7.5936427,5.095609,111.61882,76.03837,51.891014,23.888521,26.080374,19.089481,14.798224,10.021761,13.492353,11.5959635,9.078517,8.832257,7.6197805,652.8255,1239.128,653.05164,0.1665325,0.026113696,131.964,3.075381,0.92693204,0.0
1morning - Quarter Inch,-621.9469,73.248634,38.589493,36.38688,19.9768,29.615105,5.430984,16.221598,4.0413766,10.405968,0.25280118,1.859669,-1.7065356,117.533104,64.61751,49.09681,28.176468,22.875143,24.802223,20.169815,20.712612,10.204467,12.117075,9.776285,8.871179,7.8121157,1986.7372,1677.278,2254.6804,0.1913591,0.076157145,137.97412,3.6247997,0.71493626,1.0
2. Wax - 50005 B,-1067.0929,202.53052,127.458176,85.9962,50.228264,34.984016,29.739199,23.503155,19.81004,16.75489,11.694324,9.573053,6.4070115,130.1293,77.15998,47.792946,20.888023,24.888885,23.891619,18.445343,15.176139,14.399461,10.327207,10.238099,9.92119,9.521057,89.84062,89.32756,104.18405,0.12548983,0.0034748246,131.03966,3.5637753,0.68820626,0.0
A2. High Zone,-793.99915,85.87094,137.6116,85.932846,30.915665,27.173002,25.260654,20.609552,19.433626,16.7122,7.975145,10.31152,6.7735767,159.03238,87.45556,30.444311,26.91984,24.867874,19.913204,13.023411,12.770252,11.501445,9.211992,8.795053,7.3142986,6.181291,862.0419,1153.1376,551.4166,0.16207387,0.03182196,130.0406,3.0883827,0.26007378,1.0
ANF - Mauna Kea,-755.8365,157.06224,-32.315327,23.201855,17.741667,-3.9018734,3.2360585,10.432388,-21.215683,-24.562584,-31.938574,-6.747655,2.6815479,122.45972,87.46452,37.49226,25.195467,24.071367,28.78686,31.937532,17.358395,10.843073,23.535316,20.063108,11.198196,15.42794,1659.8594,1169.9269,1888.566,0.04761711,0.067888096,128.30754,1.9607341,0.81919444,0.0
Ackermann & Vinicius Honorio - Count the dead and wait for morning (136 bpm version),-756.1005,233.26122,48.352917,66.19764,20.734047,10.071478,6.7877493,6.887806,5.4512806,10.321121,4.0644774,6.741404,5.309092,125.24039,79.37027,44.675697,22.20478,18.143408,14.719311,11.454208,11.276588,8.636853,9.853543,8.635481,8.019945,7.604999,362.6353,689.3882,378.8511,0.19150263,0.012738569,135.99911,3.6627965,0.794097,0.0
Alessio Landini - Neutro,-775.71075,147.365,73.52124,49.31544,47.28909,30.127447,23.451612,14.600952,18.812078,8.936989,7.341639,7.0623574,10.360624,112.277405,49.796856,26.500969,18.10043,15.708921,13.306184,13.924144,12.47586,11.072413,9.388739,10.576748,9.029062,8.890173,645.8074,1302.4004,302.16458,0.22450131,0.015686955,137.00159,3.8218544,0.38952082,1.0
"Alexey Mogutin, doradice, PTTY, Igro, Vlado, Genning - doradice. & PTTY - Vela (Original Mix)",-761.49524,146.7241,54.65617,39.073128,10.711379,11.648609,-2.4972425,8.971071,0.5583902,12.968049,4.0067344,-3.3601055,-7.0816193,121.07406,75.44567,44.776585,25.147486,29.78511,26.494137,21.532665,16.947586,20.439037,14.586975,14.541083,13.573351,12.195152,1033.9893,1360.8617,1080.8502,0.10173586,0.031208444,125.99876,3.8959968,0.7986711,0.0
Altinbas - Moonshine,-789.88293,176.86432,15.103583,64.286804,69.25052,49.780193,1.7606859,23.263613,20.870947,18.107414,16.158865,13.664479,9.414584,106.28749,70.06274,34.937115,11.516698,21.008629,12.430795,9.483904,7.38519,7.945784,9.399329,7.326604,5.388531,6.010947,225.72133,257.5283,77.56951,0.1298299,0.006192955,130.0406,3.7916627,0.61606294,1.0
Altinbas - Seele,-759.5779,134.08609,54.68992,78.00762,64.59369,14.339487,16.826782,9.430586,6.949586,6.318126,11.442446,5.0768213,12.639074,116.181725,63.848515,33.381237,37.59922,25.010572,12.484566,11.562813,12.624964,10.02943,9.118018,8.095618,7.2477875,12.045147,622.269,679.9217,144.0767,0.17786753,0.021728043,135.99911,4.49103,0.6211963,0.0
Altinbas - Unit 2,-793.36176,161.81883,99.73717,90.85244,19.96443,37.80631,25.460926,17.43767,11.76603,4.1954355,0.8684458,2.5697901,-2.0716524,90.77522,59.8832,26.637941,21.837067,16.76231,11.322569,12.5691595,8.416224,6.224011,6.510633,5.7736306,6.301215,6.3098006,240.07497,480.68094,159.27907,0.2007103,0.008963786,135.99911,4.003119,0.817027,0.0
Always True - Vëra2,-739.43976,176.11426,25.586098,69.78916,32.526733,36.850628,24.53637,15.69909,11.272348,3.1519341,1.6108236,1.1448287,3.496717,146.65897,45.58953,40.76638,17.4253,10.370206,10.26531,10.24699,10.2570095,6.7668314,6.24538,6.5040894,5.924092,7.3842797,224.52559,197.90244,95.054306,0.18419364,0.006351056,133.00232,3.7334068,0.9027837,0.0
"Anton Kubikov, Ohm & Octal Industries, Thor, SCSI-9 - Ohm & Octal Industries - Aureola",-774.30554,184.96727,110.44311,48.181316,18.579851,7.439794,19.716799,15.008932,3.497838,-13.652186,-13.771364,-3.7114663,4.8183165,106.78691,75.144905,30.449354,28.497604,20.621973,14.1271715,14.809119,13.095345,11.84396,9.372142,8.381859,9.379659,8.38445,506.1888,722.63806,303.3391,0.14803332,0.017788548,119.99588,2.7650168,0.6659354,0.0
"Anton Kubikov, Ohm & Octal Industries, Thor, SCSI-9 - Thor - Who Stole My Yacht",-707.5428,135.2528,62.59367,47.858356,10.747913,25.763432,14.656485,17.337286,12.391678,16.365583,10.85231,10.552221,11.039894,94.92935,66.64188,31.275642,24.420187,18.011456,15.486681,12.834936,11.207264,9.456193,10.078882,9.341748,8.04894,7.8785734,723.32404,1153.4987,663.08936,0.1590568,0.021246562,128.13448,2.9111733,0.46804845,0.0
Apellum - Astral Passage (Original Mix) [Aum Recordings],-622.9773,103.8925,1.2727951,-9.599827,-39.45864,-19.619648,-19.859962,0.735127,-24.292353,-10.597382,-16.736774,-16.887821,-7.303184,44.58224,19.673937,24.374176,17.384962,16.465687,12.795157,14.423278,12.645126,10.778361,10.322155,10.719786,10.408094,8.341732,1540.6329,619.57465,1504.0505,0.06757071,0.06926907,106.73628,0.425304,0.8277994,0.0
Arthur Robert - Antimatter,-661.84326,147.69127,71.632286,69.83729,4.9746203,-13.375204,14.266417,10.510444,16.294598,10.862976,21.085535,8.175834,8.473702,89.946175,60.63353,32.720932,26.18029,18.870647,14.328287,11.110932,10.443735,11.268082,9.829475,9.506962,8.310065,9.590905,501.50937,536.73975,233.13336,0.2393348,0.016913231,139.96011,2.6028428,0.87556535,0.0
Arthur Robert - Forever Young,-688.259,179.48491,55.957157,54.42697,-11.722052,-2.2343428,21.600094,22.661934,26.5273,8.077694,7.628032,1.0783648,-1.1678507,77.25637,52.50562,30.043962,21.86706,13.982056,16.178001,14.187923,11.866595,14.491273,12.944483,10.070348,9.03207,7.388792,329.49658,402.30652,202.34547,0.1947773,0.01236381,142.41911,2.119348,0.839821,0.0
Arthur Robert - La sense de la vie ft. Aya,-750.612,169.5689,72.663414,83.16839,26.17536,11.470615,22.434917,4.7925534,17.727898,1.103009,10.671313,5.251015,3.2979589,119.52645,69.03275,30.31815,22.078842,15.646266,18.202984,13.248325,13.663484,12.897375,10.274593,8.711867,8.061756,7.155992,534.07306,1031.3903,443.7006,0.20946525,0.019033335,142.7956,1.5022981,0.7884863,0.0
Audio Units - Mutate (2),-707.1657,150.48576,77.67331,61.338795,26.686304,20.848309,11.499868,9.373292,5.9979463,8.628511,7.5204945,6.0016575,4.9951143,93.86,27.919073,32.996483,16.754183,15.959445,12.683784,8.580207,7.877541,7.8892064,8.656318,7.5106187,7.574974,7.3915224,240.19185,163.32759,121.01077,0.20822515,0.008844596,142.00275,3.8017151,0.8472132,0.0
BAAZ - Ancestors Fun,-775.7336,82.29527,59.900394,48.509617,27.044098,28.856752,20.309317,11.161809,8.083462,6.641429,7.999598,6.1800113,6.635204,155.88347,73.29862,48.01604,27.384375,21.338184,19.816624,20.309984,18.29312,17.104382,15.6456175,12.477923,11.292788,10.295993,1796.9486,2469.8328,2328.6597,0.12702972,0.077196985,125.998764,3.9183948,0.5602907,0.0
Barrow - Jupiter Jazz EP - 01 Jupiter Jazz,-795.683,71.82145,87.12693,70.67767,39.23546,37.733646,29.426105,14.143531,18.489445,10.065582,7.622199,11.928925,9.632779,146.39374,66.89033,49.019833,31.998205,27.762594,27.073841,24.068945,14.014381,14.016562,11.762846,10.731565,12.254874,10.457306,1178.1499,1866.8518,1272.5581,0.16686259,0.036790717,124.9976,3.9064345,0.7720463,1.0
Barrow - Jupiter Jazz EP - 02 Jupiter Jazz (Dub Mix),-800.6346,103.537895,105.88689,88.793274,17.716745,5.8762374,-2.6782587,0.10829488,-4.789601,3.2361257,-2.8923244,2.3360863,7.7710447,123.698204,60.664314,32.686844,31.54002,26.867079,20.509521,15.060455,12.393807,12.80482,12.586905,10.156144,11.424266,10.920488,782.78705,911.1346,459.45276,0.12156718,0.02008753,124.547455,3.3103306,0.80781263,0.0
Barrow - Jupiter Jazz EP - 03 Breath,-758.1766,93.699875,34.249416,64.96015,31.939703,48.584446,37.078934,20.668993,9.899178,11.246883,4.570443,4.3801455,5.9412217,112.59632,74.7237,36.760563,30.58794,24.872152,21.65159,23.821117,17.82571,14.976816,11.92008,13.150494,11.343656,10.895929,1093.476,1513.1012,1078.9426,0.13372843,0.030728284,124.95008,3.8941932,0.7123367,0.0
Bastian Tierr - Intentions (Max Balateu Remix),-846.41016,182.12396,10.687662,66.5587,22.161026,32.195248,25.126976,22.230484,8.051542,12.247423,11.716828,8.404819,-1.4142274,78.04382,45.527718,35.314587,21.774748,19.641397,19.111568,19.79025,17.022795,13.931828,12.583963,11.658123,10.832949,10.335028,283.21786,454.81796,327.07144,0.12854299,0.011458837,128.89691,3.6276104,0.78364897,0.0
Berg Audio - MOOR - Thermionic (Original Mix),-705.6108,139.09428,-10.794192,30.969889,0.33336693,14.743496,5.4181895,7.787506,9.854715,12.046216,3.8148494,6.1340456,6.364666,107.75812,66.49408,47.172,37.546944,30.895304,24.069357,19.10019,15.662971,15.711046,12.955728,12.80203,10.380488,10.261409,1014.8794,1197.757,1221.0618,0.15543565,0.04476245,130.04826,3.9566479,0.8313007,0.0
Berg Audio - Malin Genie & Selidos - Come The Morning (Havantepe Remix),-813.3979,121.93117,70.06592,54.642292,17.280228,22.000202,10.896323,9.308766,3.089577,0.6662132,-1.2534546,-2.6046648,0.54185545,111.19161,51.32686,24.941809,28.004416,22.279003,21.116415,16.719067,15.896115,16.180286,13.982953,13.376055,11.488602,11.142793,818.91364,867.55334,472.07278,0.13835676,0.028043777,128.03023,3.774971,0.81263715,0.0
Berg Audio - R.Y. feat A.C. - Move Dub (Steve O'Sullivan Remix),-805.7147,139.20026,71.18187,37.1436,15.894888,4.975003,-1.2106882,3.9092019,-4.95741,1.122533,-5.4618206,0.073653996,-2.6229267,124.1055,67.64645,35.072952,27.526606,23.99831,23.851902,25.506021,20.353003,19.320541,19.169098,16.629517,13.933342,15.329365,1051.501,1837.9315,1169.1322,0.12673008,0.030199392,124.08178,3.9218154,0.85187083,1.0
"Blaze, Molino - Lovelee Dae (Molino Edit)",-630.2322,139.34424,48.003845,39.26235,20.834988,16.310263,2.8892388,18.297356,11.744953,14.867687,4.6440635,0.77596676,-0.1129666,102.35598,62.007744,31.66577,17.524206,17.009827,13.6783905,12.05479,12.252427,12.796363,10.101613,7.812643,7.852544,8.0725565,829.104,913.8685,614.0336,0.18410562,0.02549886,126.89832,3.8383603,0.8770142,0.0
Blue Hour - Atoll (1),-886.18353,260.2358,1.53988,11.896835,16.878347,-9.468743,-6.702646,2.1026196,-0.7654353,-3.4201195,-11.199668,-12.144734,-8.043504,71.85345,38.123814,28.883747,33.448418,28.918884,29.591612,22.900803,18.486399,19.64086,18.643156,17.308273,17.094309,14.000843,304.23688,212.59502,364.8566,0.097576074,0.0135213295,140.43329,2.6961758,0.82292783,1.0
Boris - turned syd into a vile creature,-680.50494,90.670654,38.477203,37.029278,29.225424,25.778397,15.677397,17.54569,10.181959,9.385404,6.2712283,3.5600183,1.7873229,79.91337,50.82576,24.983534,16.896296,14.0887985,14.4022255,9.864711,10.309043,7.705975,6.236085,5.9183455,6.1777797,6.1923327,1422.3063,1252.8997,1116.2529,0.092818886,0.051771224,140.07726,3.300464,0.73599446,1.0
Brick - Feel You,-592.1703,60.51944,58.712925,44.65411,31.528744,38.46349,21.754816,13.98292,11.582266,7.2532034,3.3094215,2.1809313,2.821872,96.84394,36.490715,36.69692,23.360018,17.207836,16.294605,10.845927,9.440296,10.592789,9.335536,8.973699,8.123901,8.306296,1843.5798,1621.1515,1648.4271,0.22861148,0.07231587,135.99911,3.6183326,0.6998537,1.0
CRAVO - FUTUREDETROIT,-710.6566,121.96732,64.56393,67.63738,41.248848,25.72066,15.63188,16.15505,5.0257254,6.2691503,4.111313,5.7557054,3.2605069,120.36996,56.139126,51.0444,21.986822,19.187275,13.876093,10.938784,10.932579,10.240212,10.310086,9.813763,9.930496,8.84244,677.99054,980.0474,562.70386,0.2103746,0.019763773,133.02394,2.9446425,0.38910806,1.0
CRYME - Aurora (Original Mix),-792.25354,217.0223,88.20377,58.16049,11.20926,6.018308,-12.638452,-11.465383,-12.005881,-5.58616,0.9062636,7.674438,7.724715,150.75264,85.79519,48.164616,25.452782,16.720913,15.868476,13.596797,14.958622,14.039242,11.841627,10.601812,10.289664,11.846667,768.5983,1304.0223,814.08,0.16360316,0.023752192,138.02898,3.7757988,0.49691585,0.0
CRYME - HOLD ON (Volpe Remix),-720.876,21.35875,89.41173,78.727234,56.06426,50.113895,29.978073,21.668537,16.73002,11.7553835,13.02065,7.81687,7.7564206,98.53572,48.860813,47.36146,22.913769,15.019305,15.552325,14.949795,12.396131,10.930646,10.7978115,8.002493,8.218752,7.619197,1055.0327,766.8926,377.6932,0.15423715,0.029707333,135.04808,3.0702014,0.4751294,1.0
CRYME - Reality Rush (Mesmer Mix),-657.4411,100.99345,9.509464,17.346348,-0.52841526,5.248579,-3.0235353,1.4494917,3.9027507,3.3063955,-1.1136694,-0.73019594,-0.060058728,103.210945,65.57539,39.46369,20.29188,20.234606,17.110235,14.977939,15.360827,11.673842,11.773137,10.1597185,10.51091,9.175778,2057.8225,1871.1705,2716.8738,0.14667875,0.08505784,128.03825,3.2630997,0.8835597,0.0
Canavezzi - Note EP - 03 Photon,-733.60767,114.14244,66.80312,65.87201,38.112774,19.476202,6.0324183,6.4306645,-8.676539,-2.4913645,-11.969458,-3.9338934,-6.120158,131.84242,55.496254,43.956627,31.137009,20.635895,16.638544,17.213053,17.202126,14.879379,13.784043,11.761414,9.844738,9.338225,1178.7721,1653.6664,1261.3708,0.15328157,0.038159415,123.94443,3.7101865,0.7598928,0.0
Canavezzi - Sava (1),-708.67236,105.291306,33.60433,37.416862,28.67674,24.964758,14.656238,9.846753,5.663665,9.002863,7.7060027,12.28049,10.069803,116.093124,72.19224,37.32486,20.144588,19.032501,21.80597,20.073967,13.588111,11.608006,10.078485,8.968386,9.57535,9.565306,1767.5684,2333.0095,2028.9941,0.1611798,0.05881116,125.97916,3.8041885,0.7817858,0.0
Canavezzi - Sava,-708.67236,105.291306,33.60433,37.416862,28.67674,24.964758,14.656238,9.846753,5.663665,9.002863,7.7060027,12.28049,10.069803,116.093124,72.19224,37.32486,20.144588,19.032501,21.80597,20.073967,13.588111,11.608006,10.078485,8.968386,9.57535,9.565306,1767.5684,2333.0095,2028.9941,0.1611798,0.05881116,125.97916,3.8041885,0.7817858,0.0
"Cari Lekebusch, Alexander Johansson, Mattias Fridell - Brassa På Lite",-651.612,144.50824,93.3648,36.924026,8.641914,13.423281,9.156147,10.684145,2.3071027,4.4495625,0.21561217,-3.7238178,1.6333612,97.36267,51.838894,35.19493,20.821802,15.34273,13.580346,11.131673,9.658171,7.4002614,8.100819,7.064994,8.342827,9.779608,822.1075,993.1751,652.16864,0.22598127,0.02418154,140.0122,3.28928,0.4931322,0.0
Conntex - Snarecall,-807.98267,153.4662,7.9341793,34.9395,-5.5348725,17.342228,7.522809,14.670494,-1.8665001,4.9459715,-2.1532223,8.953294,-0.8412446,62.708523,34.79371,16.522738,28.585443,15.5067215,20.010595,19.092577,13.793266,13.430665,9.911889,10.093856,13.213304,10.669876,779.3561,639.2461,593.41675,0.0258714,0.03240374,144.15648,0.38747907,0.7183741,0.0
Constant Black - Hayes,-739.31995,106.14218,42.778263,55.369724,40.147724,46.478645,30.103043,25.294905,17.515306,10.535669,8.9533415,10.020275,4.5085754,166.29285,72.25426,32.439972,27.703447,21.96091,19.376627,15.352163,14.590266,12.621991,11.103127,9.631688,9.156099,8.558501,1120.6063,1628.3463,1205.1013,0.1820426,0.03484307,124.997604,3.7959735,0.51139355,0.0
Constant Black - Magnitude,-729.13696,119.89047,15.899867,33.50088,29.163301,34.8614,11.753261,11.669702,10.423874,4.0766306,4.053208,3.2333705,3.3518565,115.89407,53.543358,43.578403,22.380627,20.605188,14.372101,14.393398,11.286043,10.3934765,8.789823,8.124609,7.6509523,8.16139,1325.2448,1815.946,1393.6938,0.13392211,0.050492816,126.14723,3.6579952,0.39521605,0.0
Constant Black - Mate,-717.2868,126.73827,18.076048,38.910725,37.34275,34.655922,30.911343,22.884758,17.076674,12.866624,8.789745,7.853664,5.187835,106.25843,42.256207,25.967072,24.80905,17.339264,17.324686,17.976824,14.9615965,12.921728,14.262417,11.794905,11.131024,8.365661,504.08704,608.17896,304.79688,0.17834583,0.016417772,126.037865,3.6706269,0.5344425,1.0
